sim_nr,wall_setup,bollard_type,particles,time_s,total_exited
97,wallie3,centered,3000,61,2980
97,wallie3,centered,3000,62,2987
97,wallie3,centered,3000,63,2992
97,wallie3,centered,3000,64,2995
97,wallie3,centered,3000,65,2997
97,wallie3,centered,3000,66,2999
98,wallie3,centered,3000,0,0
98,wallie3,centered,3000,1,0
98,wallie3,centered,3000,2,0
98,wallie3,centered,3000,3,0
98,wallie3,centered,3000,4,0
98,wallie3,centered,3000,5,0
98,wallie3,centered,3000,6,0
98,wallie3,centered,3000,7,0
98,wallie3,centered,3000,8,0
98,wallie3,centered,3000,9,0
98,wallie3,centered,3000,10,0
98,wallie3,centered,3000,11,0
98,wallie3,centered,3000,12,0
98,wallie3,centered,3000,13,0
98,wallie3,centered,3000,14,14
98,wallie3,centered,3000,15,43
98,wallie3,centered,3000,16,84
98,wallie3,centered,3000,17,141
98,wallie3,centered,3000,18,207
98,wallie3,centered,3000,19,279
98,wallie3,centered,3000,20,362
98,wallie3,centered,3000,21,451
98,wallie3,centered,3000,22,543
98,wallie3,centered,3000,23,639
98,wallie3,centered,3000,24,739
98,wallie3,centered,3000,25,840
98,wallie3,centered,3000,26,945
98,wallie3,centered,3000,27,1046
98,wallie3,centered,3000,28,1141
98,wallie3,centered,3000,29,1242
98,wallie3,centered,3000,30,1341
98,wallie3,centered,3000,31,1436
98,wallie3,centered,3000,32,1527
98,wallie3,centered,3000,33,1618
98,wallie3,centered,3000,34,1710
98,wallie3,centered,3000,35,1795
98,wallie3,centered,3000,36,1886
98,wallie3,centered,3000,37,1965
98,wallie3,centered,3000,38,2044
98,wallie3,centered,3000,39,2122
98,wallie3,centered,3000,40,2195
98,wallie3,centered,3000,41,2267
98,wallie3,centered,3000,42,2331
98,wallie3,centered,3000,43,2394
98,wallie3,centered,3000,44,2453
98,wallie3,centered,3000,45,2505
98,wallie3,centered,3000,46,2562
98,wallie3,centered,3000,47,2608
98,wallie3,centered,3000,48,2656
98,wallie3,centered,3000,49,2698
98,wallie3,centered,3000,50,2735
98,wallie3,centered,3000,51,2772
98,wallie3,centered,3000,52,2805
98,wallie3,centered,3000,53,2835
98,wallie3,centered,3000,54,2864
98,wallie3,centered,3000,55,2887
98,wallie3,centered,3000,56,2910
98,wallie3,centered,3000,57,2928
98,wallie3,centered,3000,58,2945
98,wallie3,centered,3000,59,2959
98,wallie3,centered,3000,60,2971
98,wallie3,centered,3000,61,2979
98,wallie3,centered,3000,62,2986
98,wallie3,centered,3000,63,2991
98,wallie3,centered,3000,64,2995
98,wallie3,centered,3000,65,2998
99,wallie3,centered,3000,0,0
99,wallie3,centered,3000,1,0
99,wallie3,centered,3000,2,0
99,wallie3,centered,3000,3,0
99,wallie3,centered,3000,4,0
99,wallie3,centered,3000,5,0
99,wallie3,centered,3000,6,0
99,wallie3,centered,3000,7,0
99,wallie3,centered,3000,8,0
99,wallie3,centered,3000,9,0
99,wallie3,centered,3000,10,0
99,wallie3,centered,3000,11,0
99,wallie3,centered,3000,12,0
99,wallie3,centered,3000,13,0
99,wallie3,centered,3000,14,13
99,wallie3,centered,3000,15,42
99,wallie3,centered,3000,16,84
99,wallie3,centered,3000,17,141
99,wallie3,centered,3000,18,207
99,wallie3,centered,3000,19,282
99,wallie3,centered,3000,20,364
99,wallie3,centered,3000,21,450
99,wallie3,centered,3000,22,537
99,wallie3,centered,3000,23,631
99,wallie3,centered,3000,24,730
99,wallie3,centered,3000,25,829
99,wallie3,centered,3000,26,935
99,wallie3,centered,3000,27,1036
99,wallie3,centered,3000,28,1127
99,wallie3,centered,3000,29,1227
99,wallie3,centered,3000,30,1327
99,wallie3,centered,3000,31,1425
99,wallie3,centered,3000,32,1513
99,wallie3,centered,3000,33,1609
99,wallie3,centered,3000,34,1699
99,wallie3,centered,3000,35,1784
99,wallie3,centered,3000,36,1872
99,wallie3,centered,3000,37,1954
99,wallie3,centered,3000,38,2036
99,wallie3,centered,3000,39,2117
99,wallie3,centered,3000,40,2188
99,wallie3,centered,3000,41,2255
99,wallie3,centered,3000,42,2319
99,wallie3,centered,3000,43,2384
99,wallie3,centered,3000,44,2441
99,wallie3,centered,3000,45,2498
99,wallie3,centered,3000,46,2553
99,wallie3,centered,3000,47,2600
99,wallie3,centered,3000,48,2648
99,wallie3,centered,3000,49,2690
99,wallie3,centered,3000,50,2730
99,wallie3,centered,3000,51,2765
99,wallie3,centered,3000,52,2800
99,wallie3,centered,3000,53,2832
99,wallie3,centered,3000,54,2859
99,wallie3,centered,3000,55,2884
99,wallie3,centered,3000,56,2906
99,wallie3,centered,3000,57,2925
99,wallie3,centered,3000,58,2943
99,wallie3,centered,3000,59,2956
99,wallie3,centered,3000,60,2968
99,wallie3,centered,3000,61,2977
99,wallie3,centered,3000,62,2985
99,wallie3,centered,3000,63,2991
99,wallie3,centered,3000,64,2995
99,wallie3,centered,3000,65,2998
100,wallie3,centered,3000,0,0
100,wallie3,centered,3000,1,0
100,wallie3,centered,3000,2,0
100,wallie3,centered,3000,3,0
100,wallie3,centered,3000,4,0
100,wallie3,centered,3000,5,0
100,wallie3,centered,3000,6,0
100,wallie3,centered,3000,7,0
100,wallie3,centered,3000,8,0
100,wallie3,centered,3000,9,0
100,wallie3,centered,3000,10,0
100,wallie3,centered,3000,11,0
100,wallie3,centered,3000,12,0
100,wallie3,centered,3000,13,0
100,wallie3,centered,3000,14,15
100,wallie3,centered,3000,15,45
100,wallie3,centered,3000,16,89
100,wallie3,centered,3000,17,146
100,wallie3,centered,3000,18,211
100,wallie3,centered,3000,19,287
100,wallie3,centered,3000,20,368
100,wallie3,centered,3000,21,458
100,wallie3,centered,3000,22,545
100,wallie3,centered,3000,23,645
100,wallie3,centered,3000,24,742
100,wallie3,centered,3000,25,840
100,wallie3,centered,3000,26,944
100,wallie3,centered,3000,27,1045
100,wallie3,centered,3000,28,1148
100,wallie3,centered,3000,29,1253
100,wallie3,centered,3000,30,1345
100,wallie3,centered,3000,31,1442
100,wallie3,centered,3000,32,1536
100,wallie3,centered,3000,33,1628
100,wallie3,centered,3000,34,1718
100,wallie3,centered,3000,35,1808
100,wallie3,centered,3000,36,1894
100,wallie3,centered,3000,37,1975
100,wallie3,centered,3000,38,2053
100,wallie3,centered,3000,39,2131
100,wallie3,centered,3000,40,2206
100,wallie3,centered,3000,41,2275
100,wallie3,centered,3000,42,2340
100,wallie3,centered,3000,43,2403
100,wallie3,centered,3000,44,2463
100,wallie3,centered,3000,45,2517
100,wallie3,centered,3000,46,2569
100,wallie3,centered,3000,47,2617
100,wallie3,centered,3000,48,2663
100,wallie3,centered,3000,49,2704
100,wallie3,centered,3000,50,2742
100,wallie3,centered,3000,51,2780
100,wallie3,centered,3000,52,2814
100,wallie3,centered,3000,53,2841
100,wallie3,centered,3000,54,2869
100,wallie3,centered,3000,55,2891
100,wallie3,centered,3000,56,2914
100,wallie3,centered,3000,57,2931
100,wallie3,centered,3000,58,2947
100,wallie3,centered,3000,59,2961
100,wallie3,centered,3000,60,2972
100,wallie3,centered,3000,61,2979
100,wallie3,centered,3000,62,2987
100,wallie3,centered,3000,63,2992
100,wallie3,centered,3000,64,2996
100,wallie3,centered,3000,65,2998
101,wallie1,far,3000,0,0
101,wallie1,far,3000,1,0
101,wallie1,far,3000,2,0
101,wallie1,far,3000,3,0
101,wallie1,far,3000,4,0
101,wallie1,far,3000,5,0
101,wallie1,far,3000,6,0
101,wallie1,far,3000,7,0
101,wallie1,far,3000,8,0
101,wallie1,far,3000,9,0
101,wallie1,far,3000,10,0
101,wallie1,far,3000,11,0
101,wallie1,far,3000,12,0
101,wallie1,far,3000,13,6
101,wallie1,far,3000,14,33
101,wallie1,far,3000,15,78
101,wallie1,far,3000,16,135
101,wallie1,far,3000,17,199
101,wallie1,far,3000,18,274
101,wallie1,far,3000,19,363
101,wallie1,far,3000,20,454
101,wallie1,far,3000,21,550
101,wallie1,far,3000,22,652
101,wallie1,far,3000,23,755
101,wallie1,far,3000,24,858
101,wallie1,far,3000,25,964
101,wallie1,far,3000,26,1064
101,wallie1,far,3000,27,1176
101,wallie1,far,3000,28,1277
101,wallie1,far,3000,29,1383
101,wallie1,far,3000,30,1481
101,wallie1,far,3000,31,1583
101,wallie1,far,3000,32,1677
101,wallie1,far,3000,33,1769
101,wallie1,far,3000,34,1858
101,wallie1,far,3000,35,1945
101,wallie1,far,3000,36,2025
101,wallie1,far,3000,37,2109
101,wallie1,far,3000,38,2185
101,wallie1,far,3000,39,2256
101,wallie1,far,3000,40,2323
101,wallie1,far,3000,41,2389
101,wallie1,far,3000,42,2456
101,wallie1,far,3000,43,2512
101,wallie1,far,3000,44,2569
101,wallie1,far,3000,45,2624
101,wallie1,far,3000,46,2672
101,wallie1,far,3000,47,2716
101,wallie1,far,3000,48,2757
101,wallie1,far,3000,49,2796
101,wallie1,far,3000,50,2830
101,wallie1,far,3000,51,2860
101,wallie1,far,3000,52,2887
101,wallie1,far,3000,53,2913
101,wallie1,far,3000,54,2932
101,wallie1,far,3000,55,2950
101,wallie1,far,3000,56,2965
101,wallie1,far,3000,57,2976
101,wallie1,far,3000,58,2986
101,wallie1,far,3000,59,2993
101,wallie1,far,3000,60,2997
102,wallie1,far,3000,0,0
102,wallie1,far,3000,1,0
102,wallie1,far,3000,2,0
102,wallie1,far,3000,3,0
102,wallie1,far,3000,4,0
102,wallie1,far,3000,5,0
102,wallie1,far,3000,6,0
102,wallie1,far,3000,7,0
102,wallie1,far,3000,8,0
102,wallie1,far,3000,9,0
102,wallie1,far,3000,10,0
102,wallie1,far,3000,11,0
102,wallie1,far,3000,12,0
102,wallie1,far,3000,13,9
102,wallie1,far,3000,14,40
102,wallie1,far,3000,15,79
102,wallie1,far,3000,16,139
102,wallie1,far,3000,17,209
102,wallie1,far,3000,18,288
102,wallie1,far,3000,19,375
102,wallie1,far,3000,20,459
102,wallie1,far,3000,21,558
102,wallie1,far,3000,22,662
102,wallie1,far,3000,23,757
102,wallie1,far,3000,24,861
102,wallie1,far,3000,25,970
102,wallie1,far,3000,26,1075
102,wallie1,far,3000,27,1172
102,wallie1,far,3000,28,1280
102,wallie1,far,3000,29,1371
102,wallie1,far,3000,30,1471
102,wallie1,far,3000,31,1568
102,wallie1,far,3000,32,1660
102,wallie1,far,3000,33,1753
102,wallie1,far,3000,34,1846
102,wallie1,far,3000,35,1923
102,wallie1,far,3000,36,2008
102,wallie1,far,3000,37,2089
102,wallie1,far,3000,38,2161
102,wallie1,far,3000,39,2241
102,wallie1,far,3000,40,2305
102,wallie1,far,3000,41,2372
102,wallie1,far,3000,42,2436
102,wallie1,far,3000,43,2498
102,wallie1,far,3000,44,2554
102,wallie1,far,3000,45,2605
102,wallie1,far,3000,46,2656
102,wallie1,far,3000,47,2704
102,wallie1,far,3000,48,2746
102,wallie1,far,3000,49,2785
102,wallie1,far,3000,50,2820
102,wallie1,far,3000,51,2851
102,wallie1,far,3000,52,2880
102,wallie1,far,3000,53,2904
102,wallie1,far,3000,54,2926
102,wallie1,far,3000,55,2945
102,wallie1,far,3000,56,2961
102,wallie1,far,3000,57,2974
102,wallie1,far,3000,58,2984
102,wallie1,far,3000,59,2990
102,wallie1,far,3000,60,2996
103,wallie1,far,3000,0,0
103,wallie1,far,3000,1,0
103,wallie1,far,3000,2,0
103,wallie1,far,3000,3,0
103,wallie1,far,3000,4,0
103,wallie1,far,3000,5,0
103,wallie1,far,3000,6,0
103,wallie1,far,3000,7,0
103,wallie1,far,3000,8,0
103,wallie1,far,3000,9,0
103,wallie1,far,3000,10,0
103,wallie1,far,3000,11,0
103,wallie1,far,3000,12,0
103,wallie1,far,3000,13,8
103,wallie1,far,3000,14,34
103,wallie1,far,3000,15,75
103,wallie1,far,3000,16,134
103,wallie1,far,3000,17,201
103,wallie1,far,3000,18,287
103,wallie1,far,3000,19,374
103,wallie1,far,3000,20,468
103,wallie1,far,3000,21,559
103,wallie1,far,3000,22,662
103,wallie1,far,3000,23,764
103,wallie1,far,3000,24,869
103,wallie1,far,3000,25,970
103,wallie1,far,3000,26,1072
103,wallie1,far,3000,27,1177
103,wallie1,far,3000,28,1272
103,wallie1,far,3000,29,1374
103,wallie1,far,3000,30,1467
103,wallie1,far,3000,31,1575
103,wallie1,far,3000,32,1663
103,wallie1,far,3000,33,1760
103,wallie1,far,3000,34,1849
103,wallie1,far,3000,35,1938
103,wallie1,far,3000,36,2017
103,wallie1,far,3000,37,2103
103,wallie1,far,3000,38,2180
103,wallie1,far,3000,39,2260
103,wallie1,far,3000,40,2325
103,wallie1,far,3000,41,2390
103,wallie1,far,3000,42,2456
103,wallie1,far,3000,43,2516
103,wallie1,far,3000,44,2573
103,wallie1,far,3000,45,2628
103,wallie1,far,3000,46,2675
103,wallie1,far,3000,47,2720
103,wallie1,far,3000,48,2761
103,wallie1,far,3000,49,2799
103,wallie1,far,3000,50,2833
103,wallie1,far,3000,51,2864
103,wallie1,far,3000,52,2890
103,wallie1,far,3000,53,2914
103,wallie1,far,3000,54,2935
103,wallie1,far,3000,55,2952
103,wallie1,far,3000,56,2966
103,wallie1,far,3000,57,2978
103,wallie1,far,3000,58,2986
103,wallie1,far,3000,59,2994
103,wallie1,far,3000,60,2997
104,wallie1,far,3000,0,0
104,wallie1,far,3000,1,0
104,wallie1,far,3000,2,0
104,wallie1,far,3000,3,0
104,wallie1,far,3000,4,0
104,wallie1,far,3000,5,0
104,wallie1,far,3000,6,0
104,wallie1,far,3000,7,0
104,wallie1,far,3000,8,0
104,wallie1,far,3000,9,0
104,wallie1,far,3000,10,0
104,wallie1,far,3000,11,0
104,wallie1,far,3000,12,0
104,wallie1,far,3000,13,8
104,wallie1,far,3000,14,34
104,wallie1,far,3000,15,80
104,wallie1,far,3000,16,137
104,wallie1,far,3000,17,209
104,wallie1,far,3000,18,291
104,wallie1,far,3000,19,378
104,wallie1,far,3000,20,469
104,wallie1,far,3000,21,562
104,wallie1,far,3000,22,664
104,wallie1,far,3000,23,765
104,wallie1,far,3000,24,869
104,wallie1,far,3000,25,969
104,wallie1,far,3000,26,1072
104,wallie1,far,3000,27,1179
104,wallie1,far,3000,28,1275
104,wallie1,far,3000,29,1382
104,wallie1,far,3000,30,1483
104,wallie1,far,3000,31,1574
104,wallie1,far,3000,32,1663
104,wallie1,far,3000,33,1757
104,wallie1,far,3000,34,1846
104,wallie1,far,3000,35,1931
104,wallie1,far,3000,36,2015
104,wallie1,far,3000,37,2094
104,wallie1,far,3000,38,2170
104,wallie1,far,3000,39,2250
104,wallie1,far,3000,40,2319
104,wallie1,far,3000,41,2381
104,wallie1,far,3000,42,2445
104,wallie1,far,3000,43,2505
104,wallie1,far,3000,44,2561
104,wallie1,far,3000,45,2614
104,wallie1,far,3000,46,2664
104,wallie1,far,3000,47,2706
104,wallie1,far,3000,48,2750
104,wallie1,far,3000,49,2788
104,wallie1,far,3000,50,2825
104,wallie1,far,3000,51,2856
104,wallie1,far,3000,52,2883
104,wallie1,far,3000,53,2908
104,wallie1,far,3000,54,2930
104,wallie1,far,3000,55,2948
104,wallie1,far,3000,56,2961
104,wallie1,far,3000,57,2975
104,wallie1,far,3000,58,2984
104,wallie1,far,3000,59,2991
104,wallie1,far,3000,60,2996
105,wallie1,far,3000,0,0
105,wallie1,far,3000,1,0
105,wallie1,far,3000,2,0
105,wallie1,far,3000,3,0
105,wallie1,far,3000,4,0
105,wallie1,far,3000,5,0
105,wallie1,far,3000,6,0
105,wallie1,far,3000,7,0
105,wallie1,far,3000,8,0
105,wallie1,far,3000,9,0
105,wallie1,far,3000,10,0
105,wallie1,far,3000,11,0
105,wallie1,far,3000,12,0
105,wallie1,far,3000,13,7
105,wallie1,far,3000,14,35
105,wallie1,far,3000,15,78
105,wallie1,far,3000,16,134
105,wallie1,far,3000,17,208
105,wallie1,far,3000,18,285
105,wallie1,far,3000,19,370
105,wallie1,far,3000,20,460
105,wallie1,far,3000,21,556
105,wallie1,far,3000,22,657
105,wallie1,far,3000,23,759
105,wallie1,far,3000,24,866
105,wallie1,far,3000,25,967
105,wallie1,far,3000,26,1074
105,wallie1,far,3000,27,1174
105,wallie1,far,3000,28,1282
105,wallie1,far,3000,29,1378
105,wallie1,far,3000,30,1473
105,wallie1,far,3000,31,1570
105,wallie1,far,3000,32,1663
105,wallie1,far,3000,33,1754
105,wallie1,far,3000,34,1845
105,wallie1,far,3000,35,1928
105,wallie1,far,3000,36,2018
105,wallie1,far,3000,37,2101
105,wallie1,far,3000,38,2175
105,wallie1,far,3000,39,2250
105,wallie1,far,3000,40,2320
105,wallie1,far,3000,41,2383
105,wallie1,far,3000,42,2447
105,wallie1,far,3000,43,2509
105,wallie1,far,3000,44,2565
105,wallie1,far,3000,45,2616
105,wallie1,far,3000,46,2666
105,wallie1,far,3000,47,2712
105,wallie1,far,3000,48,2754
105,wallie1,far,3000,49,2790
105,wallie1,far,3000,50,2827
105,wallie1,far,3000,51,2858
105,wallie1,far,3000,52,2886
105,wallie1,far,3000,53,2909
105,wallie1,far,3000,54,2930
105,wallie1,far,3000,55,2948
105,wallie1,far,3000,56,2964
105,wallie1,far,3000,57,2974
105,wallie1,far,3000,58,2985
105,wallie1,far,3000,59,2992
105,wallie1,far,3000,60,2997
106,wallie2,far,3000,0,0
106,wallie2,far,3000,1,0
106,wallie2,far,3000,2,0
106,wallie2,far,3000,3,0
106,wallie2,far,3000,4,0
106,wallie2,far,3000,5,0
106,wallie2,far,3000,6,0
106,wallie2,far,3000,7,0
106,wallie2,far,3000,8,0
106,wallie2,far,3000,9,0
106,wallie2,far,3000,10,0
106,wallie2,far,3000,11,0
106,wallie2,far,3000,12,0
106,wallie2,far,3000,13,3
106,wallie2,far,3000,14,20
106,wallie2,far,3000,15,53
106,wallie2,far,3000,16,103
106,wallie2,far,3000,17,161
106,wallie2,far,3000,18,236
106,wallie2,far,3000,19,317
106,wallie2,far,3000,20,406
106,wallie2,far,3000,21,490
106,wallie2,far,3000,22,578
106,wallie2,far,3000,23,671
106,wallie2,far,3000,24,785
106,wallie2,far,3000,25,882
106,wallie2,far,3000,26,989
106,wallie2,far,3000,27,1090
106,wallie2,far,3000,28,1190
106,wallie2,far,3000,29,1283
106,wallie2,far,3000,30,1388
106,wallie2,far,3000,31,1484
106,wallie2,far,3000,32,1575
106,wallie2,far,3000,33,1671
106,wallie2,far,3000,34,1762
106,wallie2,far,3000,35,1847
106,wallie2,far,3000,36,1934
106,wallie2,far,3000,37,2011
106,wallie2,far,3000,38,2091
106,wallie2,far,3000,39,2165
106,wallie2,far,3000,40,2238
106,wallie2,far,3000,41,2310
106,wallie2,far,3000,42,2374
106,wallie2,far,3000,43,2439
106,wallie2,far,3000,44,2501
106,wallie2,far,3000,45,2559
106,wallie2,far,3000,46,2609
106,wallie2,far,3000,47,2663
106,wallie2,far,3000,48,2708
106,wallie2,far,3000,49,2751
106,wallie2,far,3000,50,2789
106,wallie2,far,3000,51,2826
106,wallie2,far,3000,52,2856
106,wallie2,far,3000,53,2883
106,wallie2,far,3000,54,2906
106,wallie2,far,3000,55,2926
106,wallie2,far,3000,56,2946
106,wallie2,far,3000,57,2961
106,wallie2,far,3000,58,2974
106,wallie2,far,3000,59,2984
106,wallie2,far,3000,60,2991
106,wallie2,far,3000,61,2996
107,wallie2,far,3000,0,0
107,wallie2,far,3000,1,0
107,wallie2,far,3000,2,0
107,wallie2,far,3000,3,0
107,wallie2,far,3000,4,0
107,wallie2,far,3000,5,0
107,wallie2,far,3000,6,0
107,wallie2,far,3000,7,0
107,wallie2,far,3000,8,0
107,wallie2,far,3000,9,0
107,wallie2,far,3000,10,0
107,wallie2,far,3000,11,0
107,wallie2,far,3000,12,0
107,wallie2,far,3000,13,2
107,wallie2,far,3000,14,20
107,wallie2,far,3000,15,54
107,wallie2,far,3000,16,101
107,wallie2,far,3000,17,159
107,wallie2,far,3000,18,235
107,wallie2,far,3000,19,316
107,wallie2,far,3000,20,401
107,wallie2,far,3000,21,491
107,wallie2,far,3000,22,588
107,wallie2,far,3000,23,689
107,wallie2,far,3000,24,786
107,wallie2,far,3000,25,890
107,wallie2,far,3000,26,990
107,wallie2,far,3000,27,1097
107,wallie2,far,3000,28,1200
107,wallie2,far,3000,29,1298
107,wallie2,far,3000,30,1400
107,wallie2,far,3000,31,1492
107,wallie2,far,3000,32,1593
107,wallie2,far,3000,33,1689
107,wallie2,far,3000,34,1782
107,wallie2,far,3000,35,1871
107,wallie2,far,3000,36,1954
107,wallie2,far,3000,37,2034
107,wallie2,far,3000,38,2113
107,wallie2,far,3000,39,2193
107,wallie2,far,3000,40,2265
107,wallie2,far,3000,41,2335
107,wallie2,far,3000,42,2403
107,wallie2,far,3000,43,2462
107,wallie2,far,3000,44,2521
107,wallie2,far,3000,45,2576
107,wallie2,far,3000,46,2626
107,wallie2,far,3000,47,2676
107,wallie2,far,3000,48,2721
107,wallie2,far,3000,49,2762
107,wallie2,far,3000,50,2798
107,wallie2,far,3000,51,2830
107,wallie2,far,3000,52,2862
107,wallie2,far,3000,53,2890
107,wallie2,far,3000,54,2913
107,wallie2,far,3000,55,2934
107,wallie2,far,3000,56,2951
107,wallie2,far,3000,57,2966
107,wallie2,far,3000,58,2977
107,wallie2,far,3000,59,2985
107,wallie2,far,3000,60,2993
107,wallie2,far,3000,61,2996
108,wallie2,far,3000,0,0
108,wallie2,far,3000,1,0
108,wallie2,far,3000,2,0
108,wallie2,far,3000,3,0
108,wallie2,far,3000,4,0
108,wallie2,far,3000,5,0
108,wallie2,far,3000,6,0
108,wallie2,far,3000,7,0
108,wallie2,far,3000,8,0
108,wallie2,far,3000,9,0
108,wallie2,far,3000,10,0
108,wallie2,far,3000,11,0
108,wallie2,far,3000,12,0
108,wallie2,far,3000,13,2
108,wallie2,far,3000,14,19
108,wallie2,far,3000,15,53
108,wallie2,far,3000,16,97
108,wallie2,far,3000,17,161
108,wallie2,far,3000,18,231
108,wallie2,far,3000,19,312
108,wallie2,far,3000,20,396
108,wallie2,far,3000,21,492
108,wallie2,far,3000,22,590
108,wallie2,far,3000,23,687
108,wallie2,far,3000,24,796
108,wallie2,far,3000,25,893
108,wallie2,far,3000,26,998
108,wallie2,far,3000,27,1094
108,wallie2,far,3000,28,1192
108,wallie2,far,3000,29,1298
108,wallie2,far,3000,30,1399
108,wallie2,far,3000,31,1495
108,wallie2,far,3000,32,1592
108,wallie2,far,3000,33,1682
108,wallie2,far,3000,34,1770
108,wallie2,far,3000,35,1864
108,wallie2,far,3000,36,1945
108,wallie2,far,3000,37,2030
108,wallie2,far,3000,38,2118
108,wallie2,far,3000,39,2193
108,wallie2,far,3000,40,2267
108,wallie2,far,3000,41,2335
108,wallie2,far,3000,42,2400
108,wallie2,far,3000,43,2464
108,wallie2,far,3000,44,2522
108,wallie2,far,3000,45,2577
108,wallie2,far,3000,46,2629
108,wallie2,far,3000,47,2676
108,wallie2,far,3000,48,2723
108,wallie2,far,3000,49,2762
108,wallie2,far,3000,50,2798
108,wallie2,far,3000,51,2833
108,wallie2,far,3000,52,2864
108,wallie2,far,3000,53,2889
108,wallie2,far,3000,54,2914
108,wallie2,far,3000,55,2935
108,wallie2,far,3000,56,2952
108,wallie2,far,3000,57,2965
108,wallie2,far,3000,58,2978
108,wallie2,far,3000,59,2987
108,wallie2,far,3000,60,2992
108,wallie2,far,3000,61,2997
109,wallie2,far,3000,0,0
109,wallie2,far,3000,1,0
109,wallie2,far,3000,2,0
109,wallie2,far,3000,3,0
109,wallie2,far,3000,4,0
109,wallie2,far,3000,5,0
109,wallie2,far,3000,6,0
109,wallie2,far,3000,7,0
109,wallie2,far,3000,8,0
109,wallie2,far,3000,9,0
109,wallie2,far,3000,10,0
109,wallie2,far,3000,11,0
109,wallie2,far,3000,12,0
109,wallie2,far,3000,13,1
109,wallie2,far,3000,14,18
109,wallie2,far,3000,15,50
109,wallie2,far,3000,16,97
109,wallie2,far,3000,17,157
109,wallie2,far,3000,18,228
109,wallie2,far,3000,19,309
109,wallie2,far,3000,20,396
109,wallie2,far,3000,21,490
109,wallie2,far,3000,22,588
109,wallie2,far,3000,23,691
109,wallie2,far,3000,24,793
109,wallie2,far,3000,25,893
109,wallie2,far,3000,26,998
109,wallie2,far,3000,27,1106
109,wallie2,far,3000,28,1207
109,wallie2,far,3000,29,1299
109,wallie2,far,3000,30,1398
109,wallie2,far,3000,31,1500
109,wallie2,far,3000,32,1601
109,wallie2,far,3000,33,1693
109,wallie2,far,3000,34,1785
109,wallie2,far,3000,35,1876
109,wallie2,far,3000,36,1959
109,wallie2,far,3000,37,2040
109,wallie2,far,3000,38,2115
109,wallie2,far,3000,39,2187
109,wallie2,far,3000,40,2259
109,wallie2,far,3000,41,2327
109,wallie2,far,3000,42,2395
109,wallie2,far,3000,43,2458
109,wallie2,far,3000,44,2517
109,wallie2,far,3000,45,2568
109,wallie2,far,3000,46,2621
109,wallie2,far,3000,47,2670
109,wallie2,far,3000,48,2718
109,wallie2,far,3000,49,2759
109,wallie2,far,3000,50,2797
109,wallie2,far,3000,51,2831
109,wallie2,far,3000,52,2861
109,wallie2,far,3000,53,2887
109,wallie2,far,3000,54,2912
109,wallie2,far,3000,55,2933
109,wallie2,far,3000,56,2949
109,wallie2,far,3000,57,2965
109,wallie2,far,3000,58,2976
109,wallie2,far,3000,59,2985
109,wallie2,far,3000,60,2992
109,wallie2,far,3000,61,2997
110,wallie2,far,3000,0,0
110,wallie2,far,3000,1,0
110,wallie2,far,3000,2,0
110,wallie2,far,3000,3,0
110,wallie2,far,3000,4,0
110,wallie2,far,3000,5,0
110,wallie2,far,3000,6,0
110,wallie2,far,3000,7,0
110,wallie2,far,3000,8,0
110,wallie2,far,3000,9,0
110,wallie2,far,3000,10,0
110,wallie2,far,3000,11,0
110,wallie2,far,3000,12,0
110,wallie2,far,3000,13,3
110,wallie2,far,3000,14,21
110,wallie2,far,3000,15,57
110,wallie2,far,3000,16,104
110,wallie2,far,3000,17,167
110,wallie2,far,3000,18,237
110,wallie2,far,3000,19,310
110,wallie2,far,3000,20,396
110,wallie2,far,3000,21,488
110,wallie2,far,3000,22,591
110,wallie2,far,3000,23,692
110,wallie2,far,3000,24,791
110,wallie2,far,3000,25,891
110,wallie2,far,3000,26,996
110,wallie2,far,3000,27,1092
110,wallie2,far,3000,28,1198
110,wallie2,far,3000,29,1304
110,wallie2,far,3000,30,1400
110,wallie2,far,3000,31,1496
110,wallie2,far,3000,32,1598
110,wallie2,far,3000,33,1689
110,wallie2,far,3000,34,1784
110,wallie2,far,3000,35,1868
110,wallie2,far,3000,36,1948
110,wallie2,far,3000,37,2033
110,wallie2,far,3000,38,2115
110,wallie2,far,3000,39,2191
110,wallie2,far,3000,40,2262
110,wallie2,far,3000,41,2333
110,wallie2,far,3000,42,2396
110,wallie2,far,3000,43,2460
110,wallie2,far,3000,44,2518
110,wallie2,far,3000,45,2575
110,wallie2,far,3000,46,2624
110,wallie2,far,3000,47,2675
110,wallie2,far,3000,48,2720
110,wallie2,far,3000,49,2759
110,wallie2,far,3000,50,2797
110,wallie2,far,3000,51,2833
110,wallie2,far,3000,52,2861
110,wallie2,far,3000,53,2890
110,wallie2,far,3000,54,2914
110,wallie2,far,3000,55,2933
110,wallie2,far,3000,56,2951
110,wallie2,far,3000,57,2964
110,wallie2,far,3000,58,2976
110,wallie2,far,3000,59,2986
110,wallie2,far,3000,60,2992
110,wallie2,far,3000,61,2996
111,wallie3,far,3000,0,0
111,wallie3,far,3000,1,0
111,wallie3,far,3000,2,0
111,wallie3,far,3000,3,0
111,wallie3,far,3000,4,0
111,wallie3,far,3000,5,0
111,wallie3,far,3000,6,0
111,wallie3,far,3000,7,0
111,wallie3,far,3000,8,0
111,wallie3,far,3000,9,0
111,wallie3,far,3000,10,0
